urdu_text,roman_text
سنگ دل احباب کے دامن میں رسوایی کے پھول,sang dil ahbab ke daman men rusvai ke phuul
میں نے دیکھا ہے نیا منظر فراز دار پر,main ne dekha hai naya manzar faraz e dar par
اب کویی تہمت بھی وجہ کرب رسوایی نہیں,ab koi tohmat bhi vajh e karb e rusvai nahin
زندگی اک عمر سے چپ ہے ترے اصرار پر,zindagi ik umr se chup hai tire israr par
میں سر مقتل حدیث زندگی کہتا رہا,main sar e maqtal hadis e zindagi kahta raha
انگلیاں اٹھتی رہیں محسنؔ مرے کردار پر,ungliyan uthti rahin 'mohsin' mire kirdar par
لبوں پہ حرف رجز ہے زرہ اتار کے بھی,labon pe harf e rajaz hai zirah utaar ke bhi
میں جشن فتح مناتا ہوں جنگ ہار کے بھی,main jashn e fath manata huun jang haar ke bhi
اسے لبھا نہ سکا میرے بعد کا موسم,use lubha na saka mere baad ka mausam
بہت اداس لگا خال و خد سنوار کے بھی,bahut udaas laga khal o khad sanvar ke bhi
اب ایک پل کا تغافل بھی سہہ نہیں سکتے,ab ek pal ka taghaful bhi sah nahin sakte
ہم اہل دل کبھی عادی تھے انتظار کے بھی,ham ahl e dil kabhi aadi the intizar ke bhi
وہ لمحہ بھر کی کہانی کہ عمر بھر میں کہی,vo lamha bhar ki kahani ki umr bhar men kahi
ابھی تو خود سے تقاضے تھے اختصار کے بھی,abhi to khud se taqaze the ikhtisar ke bhi
زمین اوڑھ لی ہم نے پہنچ کے منزل پر,zamin odh li ham ne pahunch ke manzil par
کہ ہم پہ قرض تھے کچھ گرد رہ گزار کے بھی,ki ham pe qarz the kuchh gard e rahguzar ke bhi
مجھے نہ سن مرے بے شکل اب دکھایی تو دے,mujhe na sun mire be shakl ab dikhai to de
میں تھک گیا ہوں فضا میں تجھے پکار کے بھی,main thak gaya huun faza men tujhe pukar ke bhi
مری دعا کو پلٹنا تھا پھر ادھر محسنؔ,miri dua ko palatna tha phir udhar 'mohsin'
بہت اجاڑ تھے منظر افق سے پار کے بھی,bahut ujaad the manzar ufuq se paar ke bhi
معرکہ اب کے ہوا بھی تو پھر ایسا ہوگا,maarka ab ke hua bhi to phir aisa hoga
تیرے دریا پہ مری پیاس کا پہرہ ہوگا,tere dariya pe miri pyaas ka pahra hoga
اس کی آنکھیں ترے چہرے پہ بہت بولتی ہیں,us ki ankhen tire chehre pe bahut bolti hain
اس نے پلکوں سے ترا جسم تراشا ہوگا,us ne palkon se tira jism tarasha hoga
کتنے جگنو اسی خواہش میں مرے ساتھ چلے,kitne jugnu isi khvahish men mire saath chale
کویی رستہ ترے گھر کو بھی تو جاتا ہوگا,koi rasta tire ghar ko bhi to jaata hoga
میں بھی اپنے کو بھلایے ہویے پھرتا ہوں بہت,main bhi apne ko bhulae hue phirta huun bahut
آینہ اس نے بھی کچھ روز نہ دیکھا ہوگا,aaina us ne bhi kuchh roz na dekha hoga
رات جل تھل مری آنکھوں میں اتر آیا تھا,raat jal thal miri ankhon men utar aaya tha
صورت ابر کویی ٹوٹ کے برسا ہوگا,surat e abr koi tuut ke barsa hoga
یہ مسیحایی اسے بھول گیی ہے محسنؔ,ye masihai use bhuul gai hai 'mohsin'
یا پھر ایسا ہے مرا زخم ہی گہرا ہوگا,ya phir aisa hai mira zakhm hi gahra hoga
میں چپ رہا کہ زہر یہی مجھ کو راس تھا,main chup raha ki zahr yahi mujh ko raas tha
وہ سنگ لفظ پھینک کے کتنا اداس تھا,vo sang e lafz phenk ke kitna udaas tha
اکثر مری قبا پہ ہنسی آ گیی جسے,aksar miri qaba pe hansi aa gai jise
کل مل گیا تو وہ بھی دریدہ لباس تھا,kal mil gaya to vo bhi darida libas tha
میں ڈھونڈھتا تھا دور خلاؤں میں ایک جسم,main dhundhta tha duur khalaon men ek jism
چہروں کا اک ہجوم مرے آس پاس تھا,chehron ka ik hujum mire as pas tha
تم خوش تھے پتھروں کو خدا جان کے مگر,tum khush the pattharon ko khuda jaan ke magar
مجھ کو یقین ہے وہ تمہارا قیاس تھا,mujh ko yaqin hai vo tumhara qayas tha
بخشا ہے جس نے روح کو زخموں کا پیرہن,bakhsha hai jis ne ruuh ko zakhmon ka pairahan
محسنؔ وہ شخص کتنا طبیعت شناس تھا,'mohsin' vo shakhs kitna tabiat shanas tha
میں دل پہ جبر کروں گا تجھے بھلا دوں گا,main dil pe jabr karunga tujhe bhula dunga
مروں گا خود بھی تجھے بھی کڑی سزا دوں گا,marunga khud bhi tujhe bhi kadi saza dunga
یہ تیرگی مرے گھر کا ہی کیوں مقدر ہو,ye tirgi mire ghar ka hi kyuun muqaddar ho
میں تیرے شہر کے سارے دییے بجھا دوں گا,main tere shahar ke saare diye bujha dunga
ہوا کا ہاتھ بٹاؤں گا ہر تباہی میں,hava ka haath bataunga har tabahi men
ہرے شجر سے پرندے میں خود اڑا دوں گا,hare shajar se parinde main khud uda dunga
وفا کروں گا کسی سوگوار چہرے سے,vafa karunga kisi sogvar chehre se
پرانی قبر پہ کتبہ نیا سجا دوں گا,purani qabr pe katba naya saja dunga
اسی خیال میں گزری ہے شام درد اکثر,isi khayal men guzri hai sham e dard akasr
کہ درد حد سے بڑھے گا تو مسکرا دوں گا,ki dard had se badhega to muskura dunga
تو آسمان کی صورت ہے گر پڑے گا کبھی,tu asman ki surat hai gar padega kabhi
زمیں ہوں میں بھی مگر تجھ کو آسرا دوں گا,zamin huun main bhi magar tujh ko aasra dunga
بڑھا رہی ہیں مرے دکھ نشانیاں تیری,badha rahi hain mire dukh nishaniyan teri
میں تیرے خط تری تصویر تک جلا دوں گا,main tere khat tiri tasvir tak jala dunga
بہت دنوں سے مرا دل اداس ہے محسنؔ,bahut dinon se mira dil udaas hai 'mohsin'
اس آینے کو کویی عکس اب نیا دوں گا,is aaine ko koi aks ab naya dunga
میں کل تنہا تھا خلقت سو رہی تھی,main kal tanha tha khilqat so rahi thi
مجھے خود سے بھی وحشت ہو رہی تھی,mujhe khud se bhi vahshat ho rahi thi
اسے جکڑا ہوا تھا زندگی نے,use jakda hua tha zindagi ne
سرہانے موت بیٹھی رو رہی تھی,sirhane maut baithi ro rahi thi
کھلا مجھ پر کہ میری خوش نصیبی,khula mujh par ki meri khush nasibi
مرے رستے میں کانٹے بو رہی تھی,mire raste men kante bo rahi thi
مجھے بھی نارسایی کا ثمر دے,mujhe bhi na rasai ka samar de
مجھے تیری تمنا جو رہی تھی,mujhe teri tamanna jo rahi thi
مرا قاتل مرے اندر چھپا تھا,mira qatil mire andar chhupa tha
مگر بد نام خلقت ہو رہی تھی,magar bad nam khilqat ho rahi thi
بغاوت کر کے خود اپنے لہو سے,baghavat kar ke khud apne lahu se
غلامی داغ اپنے دھو رہی تھی,ghulami daagh apne dho rahi thi
لبوں پر تھا سکوت مرگ لیکن,labon par tha sukut e marg lekin
مرے دل میں قیامت سو رہی تھی,mire dil men qayamat so rahi thi
بجز موج فنا دنیا میں محسنؔ,ba juz mauj e fana duniya men 'mohsin'
ہماری جستجو کس کو رہی تھی,hamari justuju kis ko rahi thi
نیا ہے شہر نیے آسرے تلاش کروں,naya hai shahr nae aasre talash karun
تو کھو گیا ہے کہاں اب تجھے تلاش کروں,tu kho gaya hai kahan ab tujhe talash karun
جو دشت میں بھی جلاتے تھے فصل گل کے چراغ,jo dasht men bhi jalate the fasl e gul ke charagh
میں شہر میں بھی وہی آبلے تلاش کروں,main shahr men bhi vahi aable talash karun
تو عکس ہے تو کبھی میری چشم تر میں اتر,tu aks hai to kabhi meri chashm e tar men utar
ترے لیے میں کہاں آینے تلاش کروں,tire liye main kahan aaine talash karun
تجھے حواس کی آوارگی کا علم کہاں,tujhe havas ki avargi ka ilm kahan
کبھی میں تجھ کو ترے سامنے تلاش کروں,kabhi main tujh ko tire samne talash karun
غزل کہوں کبھی سادہ سے خط لکھوں اس کو,ghazal kahun kabhi saada se khat likhun us ko
اداس دل کے لیے مشغلے تلاش کروں,udaas dil ke liye mashghale talash karun
مرے وجود سے شاید ملے سراغ ترا,mire vajud se shayad mile suragh tira
کبھی میں خود کو ترے واسطے تلاش کروں,kabhi main khud ko tire vaste talash karun
میں چپ رہوں کبھی بے وجہ ہنس پڑوں محسنؔ,main chup rahun kabhi be vajh hans padun 'mohsin'
اسے گنوا کے عجب حوصلے تلاش کروں,use ganva ke ajab hausle talash karun
پھر وہی میں ہوں وہی شہر بدر سناٹا,phir vahi main huun vahi shahr badar sannata
مجھ کو ڈس لے نہ کہیں خاک بسر سناٹا,mujh ko das le na kahin khak basar sannata
دشت ہستی میں شب غم کی سحر کرنے کو,dasht e hasti men shab e gham ki sahar karne ko
ہجر والوں نے لیا رخت سفر سناٹا,hijr valon ne liya rakht e safar sannata
کس سے پوچھوں کہ کہاں ہے مرا رونے والا,kis se puchhun ki kahan hai mira rone vaala
اس طرف میں ہوں مرے گھر سے ادھر سناٹا,is taraf main huun mire ghar se udhar sannata
تو صداؤں کے بھنور میں مجھے آواز تو دے,tu sadaon ke bhanvar men mujhe avaz to de
تجھ کو دے گا مرے ہونے کی خبر سناٹا,tujh ko dega mire hone ki khabar sannata
اس کو ہنگامۂ منزل کی خبر کیا دو گے,us ko hangama e manzil ki khabar kya doge
جس نے پایا ہو سر راہ گزر سناٹا,jis ne paaya ho sar e rahguzar sannata
حاصل کنج قفس وہم بکف تنہایی,hasil e kunj e qafas vahm ba kaf tanhai
رونق شام سفر تا بہ سحر سناٹا,raunaq e sham e safar ta ba sahar sannata
قسمت شاعر سیماب صفت دشت کی موت,qsimat e shair e simab sifat dasht ki maut
قیمت ریزۂ الماس ہنر سناٹا,qimat e reza e almas e hunar sannata
جان محسنؔ مری تقدیر میں کب لکھا ہے,jan e 'mohsin' miri taqdir men kab likkha hai
ڈوبتا چاند ترا قرب گجر سناٹا,dubta chand tira qurb e gajar sannata
قتل چھپتے تھے کبھی سنگ کی دیوار کے بیچ,qatl chhupte the kabhi sang ki divar ke beach
اب تو کھلنے لگے مقتل بھرے بازار کے بیچ,ab to khulne lage maqtal bhare bazar ke beach
اپنی پوشاک کے چھن جانے پہ افسوس نہ کر,apni poshak ke chhin jaane pe afsos na kar
سر سلامت نہیں رہتے یہاں دستار کے بیچ,sar salamat nahin rahte yahan dastar ke beach
سرخیاں امن کی تلقین میں مصروف رہیں,surkhiyan amn ki talqin men masruf rahin
حرف بارود اگلتے رہے اخبار کے بیچ,harf barud ugalte rahe akhbar ke beach
کاش اس خواب کی تعبیر کی مہلت نہ ملے,kaash is khvab ki taabir ki mohlat na mile
شعلے اگتے نظر آیے مجھے گلزار کے بیچ,shoale ugte nazar aae mujhe gulzar ke beach
ڈھلتے سورج کی تمازت نے بکھر کر دیکھا,dhalte suraj ki tamazat ne bikhar kar dekha
سر کشیدہ مرا سایا صف اشجار کے بیچ,sar kashida mira saaya saf e ashjar ke beach
رزق ملبوس مکاں سانس مرض قرض دوا,rizq malbus makan saans maraz qarz dava
منقسم ہو گیا انساں انہی افکار کے بیچ,munqasim ho gaya insan inhi afkar ke beach
دیکھے جاتے نہ تھے آنسو مرے جس سے محسنؔ,dekhe jaate na the aansu mire jis se 'mohsin'
آج ہنستے ہویے دیکھا اسے اغیار کے بیچ,aaj hanste hue dekha use aghyar ke beach
سانسوں کے اس ہنر کو نہ آساں خیال کر,sanson ke is hunar ko na asan khayal kar
زندہ ہوں ساعتوں کو میں صدیوں میں ڈھال کر,zinda huun saaton ko main sadiyon men dhaal kar
مالی نے آج کتنی دعاییں وصول کیں,maali ne aaj kitni duaen vasul kiin
کچھ پھول اک فقیر کی جھولی میں ڈال کر,kuchh phuul ik faqir ki jholi men daal kar
کل یوم ہجر زرد زمانوں کا یوم ہے,kul yaum e hijr zard zamanon ka yaum hai
شب بھر نہ جاگ مفت میں آنکھیں نہ لال کر,shab bhar na jaag muft men ankhen na laal kar
اے گرد باد لوٹ کے آنا ہے پھر مجھے,ai gard bad laut ke aana hai phir mujhe
رکھنا مرے سفر کی اذیت سنبھال کر,rakhna mire safar ki aziyyat sambhal kar
محراب میں دیے کی طرح زندگی گزار,mehrab men diye ki tarah zindagi guzar
منہ زور آندھیوں میں نہ خود کو نڈھال کر,munh zor andhiyon men na khud ko nidhal kar
شاید کسی نے بخل زمیں پر کیا ہے طنز,shayad kisi ne bukhl e zamin par kiya hai tanz
گہرے سمندروں سے جزیرے نکال کر,gahre samundaron se jazire nikal kar
یہ نقد جاں کہ اس کا لٹانا تو سہل ہے,ye naqd e jan ki is ka lutana to sahl hai
گر بن پڑے تو اس سے بھی مشکل سوال کر,gar ban pade to is se bhi mushkil saval kar
محسنؔ برہنہ سر چلی آیی ہے شام غم,'mohsin' barahna sar chali aai hai sham e gham
غربت نہ دیکھ اس پہ ستاروں کی شال کر,ghurbat na dekh is pe sitaron ki shaal kar
سارے لہجے ترے بے زماں ایک میں,saare lahje tire be zaman ek main
اس بھرے شہر میں راییگاں ایک میں,is bhare shahr men raegan ek main
وصل کے شہر کی روشنی ایک تو,vasl ke shahr ki raushni ek tu
ہجر کے دشت میں کارواں ایک میں,hijr ke dasht men karvan ek main
بجلیوں سے بھری بارشیں زور پر,bijliyon se bhari barishen zor par
اپنی بستی میں کچا مکاں ایک میں,apni basti men kachcha makan ek main
حسرتوں سے اٹے آسماں کے تلے,hasraton se ate asman ke tale
جلتی بجھتی ہویی کہکشاں ایک میں,jalti bujhti hui kahkashan ek main
مجھ کو فارغ دنوں کی امانت سمجھ,mujh ko farigh dinon ki amanat samajh
بھولی بسری ہویی داستاں ایک میں,bhuli bisri hui dastan ek main
رونقیں شور میلے جھمیلے ترے,raunaqen shor mele jhamele tire
اپنی تنہایی کا رازداں ایک میں,apni tanhai ka raz dan ek main
ایک میں اپنی ہی زندگی کا بھرم,ek main apni hi zindagi ka bharam
اپنی ہی موت پر نوحہ خواں ایک میں,apni hi maut par nauha khvan ek main
اس طرف سنگ باری ہر اک بام سے,us taraf sang bari har ik baam se
اس طرف آینوں کی دکاں ایک میں,is taraf ainon ki dukan ek main
وہ نہیں ہے تو محسنؔ یہ مت سوچنا,vo nahin hai to 'mohsin' ye mat sochna
اب بھٹکتا پھروں گا کہاں ایک میں,ab bhatakta phirunga kahan ek main
ترے بدن سے جو چھو کر ادھر بھی آتا ہے,tire badan se jo chhu kar idhar bhi aata hai
مثال رنگ وہ جھونکا نظر بھی آتا ہے,misal e rang vo jhonka nazar bhi aata hai
تمام شب جہاں جلتا ہے اک اداس دیا,tamam shab jahan jalta hai ik udaas diya
ہوا کی راہ میں اک ایسا گھر بھی آتا ہے,hava ki raah men ik aisa ghar bhi aata hai
وہ مجھ کو ٹوٹ کے چاہے گا چھوڑ جایے گا,vo mujh ko tuut ke chahega chhod jaega
مجھے خبر تھی اسے یہ ہنر بھی آتا ہے,mujhe khabar thi use ye hunar bhi aata hai
اجاڑ بن میں اترتا ہے ایک جگنو بھی,ujaad ban men utarta hai ek jugnu bhi
ہوا کے ساتھ کویی ہم سفر بھی آتا ہے,hava ke saath koi ham safar bhi aata hai
وفا کی کون سی منزل پہ اس نے چھوڑا تھا,vafa ki kaun si manzil pe us ne chhoda tha
کہ وہ تو یاد ہمیں بھول کر بھی آتا ہے,ki vo to yaad hamen bhuul kar bhi aata hai
جہاں لہو کے سمندر کی حد ٹھہرتی ہے,jahan lahu ke samundar ki had thaharti hai
وہیں جزیرۂ لعل و گہر بھی آتا ہے,vahin jazira e lal o guhar bhi aata hai
چلے جو ذکر فرشتوں کی پارسایی کا,chale jo zikr farishton ki parsai ka
تو زیر بحث مقام بشر بھی آتا ہے,to zer e bahs maqam e bashar bhi aata hai
ابھی سناں کو سنبھالے رہیں عدو میرے,abhi sinan ko sambhale rahen adu mere
کہ ان صفوں میں کہیں میرا سر بھی آتا ہے,ki un safon men kahin mera sar bhi aata hai
کبھی کبھی مجھے ملنے بلندیوں سے کویی,kabhi kabhi mujhe milne bulandiyon se koi
شعاع صبح کی صورت اتر بھی آتا ہے,shua e subh ki surat utar bhi aata hai
اسی لیے میں کسی شب نہ سو سکا محسنؔ,isi liye main kisi shab na so saka 'mohsin'
وہ ماہتاب کبھی بام پر بھی آتا ہے,vo mahtab kabhi baam par bhi aata hai
اجڑ اجڑ کے سنورتی ہے تیرے ہجر کی شام,ujad ujad ke sanvarti hai tere hijr ki shaam
نہ پوچھ کیسے گزرتی ہے تیرے ہجر کی شام,na puchh kaise guzarti hai tere hijr ki shaam
یہ برگ برگ اداسی بکھر رہی ہے مری,ye barg barg udasi bikhar rahi hai miri
کہ شاخ شاخ اترتی ہے تیرے ہجر کی شام,ki shakh shakh utarti hai tere hijr ki shaam
اجاڑ گھر میں کویی چاند کب اترتا ہے,ujaad ghar men koi chand kab utarta hai
سوال مجھ سے یہ کرتی ہے تیرے ہجر کی شام,saval mujh se ye karti hai tere hijr ki shaam
مرے سفر میں اک ایسا بھی موڑ آتا ہے,mire safar men ik aisa bhi mod aata hai
جب اپنے آپ سے ڈرتی ہے تیرے ہجر کی شام,jab apne aap se darti hai tere hijr ki shaam
بہت عزیز ہیں دل کو یہ زخم زخم رتیں,bahut aziiz hain dil ko ye zakhm zakhm ruten
انہی رتوں میں نکھرتی ہے تیرے ہجر کی شام,inhi ruton men nikharti hai tere hijr ki shaam
یہ میرا دل یہ سراسر نگارخانۂ غم,ye mera dil ye sarasar nigar khana e gham
سدا اسی میں اترتی ہے تیرے ہجر کی شام,sada isi men utarti hai tere hijr ki shaam
جہاں جہاں بھی ملیں تیری قربتوں کے نشاں,jahan jahan bhi milen teri qurbaton ke nishan
وہاں وہاں سے ابھرتی ہے تیرے ہجر کی شام,vahan vahan se ubharti hai tere hijr ki shaam
یہ حادثہ تجھے شاید اداس کر دے گا,ye hadisa tujhe shayad udaas kar dega
کہ میرے ساتھ ہی مرتی ہے تیرے ہجر کی شام,ki mere saath hi marti hai tere hijr ki shaam
اجڑے ہویے لوگوں سے گریزاں نہ ہوا کر,ujde hue logon se gurezan na hua kar
حالات کی قبروں کے یہ کتبے بھی پڑھا کر,halat ki qabron ke ye katbe bhi padha kar
کیا جانیے کیوں تیز ہوا سوچ میں گم ہے,kya janiye kyuun tez hava soch men gum hai
خوابیدہ پرندوں کو درختوں سے اڑا کر,khvabida parindon ko darakhton se uda kar
اس شخص کے تم سے بھی مراسم ہیں تو ہوں گے,us shakhs ke tum se bhi marasim hain to honge
وہ جھوٹ نہ بولے گا مرے سامنے آ کر,vo jhuut na bolega mire samne aa kar
ہر وقت کا ہنسنا تجھے برباد نہ کر دے,har vaqt ka hansna tujhe barbad na kar de
تنہایی کے لمحوں میں کبھی رو بھی لیا کر,tanhai ke lamhon men kabhi ro bhi liya kar
وہ آج بھی صدیوں کی مسافت پہ کھڑا ہے,vo aaj bhi sadiyon ki masafat pe khada hai
ڈھونڈا تھا جسے وقت کی دیوار گرا کر,dhunda tha jise vaqt ki divar gira kar
اے دل تجھے دشمن کی بھی پہچان کہاں ہے,ai dil tujhe dushman ki bhi pahchan kahan hai
تو حلقۂ یاراں میں بھی محتاط رہا کر,tu halqa e yaran men bhi mohtat raha kar
اس شب کے مقدر میں سحر ہی نہیں محسنؔ,is shab ke muqaddar men sahar hi nahin 'mohsin'
دیکھا ہے کیی بار چراغوں کو بجھا کر,dekha hai kai baar charaghon ko bujha kar
وہ دلاور جو سیہ شب کے شکاری نکلے,vo dilavar jo siyah shab ke shikari nikle
وہ بھی چڑھتے ہویے سورج کے پجاری نکلے,vo bhi chadhte hue suraj ke pujari nikle
سب کے ہونٹوں پہ مرے بعد ہیں باتیں میری,sab ke honton pe mire baad hain baten meri
میرے دشمن مرے لفظوں کے بھکاری نکلے,mere dushman mire lafzon ke bhikari nikle
اک جنازہ اٹھا مقتل میں عجب شان کے ساتھ,ik janaza utha maqtal men ajab shaan ke saath
جیسے سج کر کسی فاتح کی سواری نکلے,jaise saj kar kisi fateh ki savari nikle
ہم کو ہر دور کی گردش نے سلامی دی ہے,ham ko har daur ki gardish ne salami di hai
ہم وہ پتھر ہیں جو ہر دور میں بھاری نکلے,ham vo patthar hain jo har daur men bhari nikle
عکس کویی ہو خد و خال تمہارے دیکھوں,aks koi ho khad o khal tumhare dekhun
بزم کویی ہو مگر بات تمہاری نکلے,bazm koi ho magar baat tumhari nikle
اپنے دشمن سے میں بے وجہ خفا تھا محسنؔ,apne dushman se main be vajh khafa tha 'mohsin'
میرے قاتل تو مرے اپنے حواری نکلے,mere qatil to mire apne havari nikle
یہ دل یہ پاگل دل مرا کیوں بجھ گیا آوارگی,ye dil ye pagal dil mira kyuun bujh gaya avargi
اس دشت میں اک شہر تھا وہ کیا ہوا آوارگی,is dasht men ik shahr tha vo kya hua avargi
کل شب مجھے بے شکل کی آواز نے چونکا دیا,kal shab mujhe be shakl ki avaz ne chaunka diya
میں نے کہا تو کون ہے اس نے کہا آوارگی,main ne kaha tu kaun hai us ne kaha avargi
لوگو بھلا اس شہر میں کیسے جییں گے ہم جہاں,logo bhala is shahr men kaise jiyenge ham jahan
ہو جرم تنہا سوچنا لیکن سزا آوارگی,ho jurm tanha sochna lekin saza avargi
یہ درد کی تنہاییاں یہ دشت کا ویراں سفر,ye dard ki tanhaiyan ye dasht ka viran safar
ہم لوگ تو اکتا گیے اپنی سنا آوارگی,ham log to ukta gae apni suna avargi
اک اجنبی جھونکے نے جب پوچھا مرے غم کا سبب,ik ajnabi jhonke ne jab puchha mire gham ka sabab
صحرا کی بھیگی ریت پر میں نے لکھا آوارگی,sahra ki bhigi ret par main ne likha avargi
اس سمت وحشی خواہشوں کی زد میں پیمان وفا,us samt vahshi khvahishon ki zad men paiman e vafa
اس سمت لہروں کی دھمک کچا گھڑا آوارگی,us samt lahron ki dhamak kachcha ghada avargi
کل رات تنہا چاند کو دیکھا تھا میں نے خواب میں,kal raat tanha chand ko dekha tha main ne khvab men
محسنؔ مجھے راس آیے گی شاید سدا آوارگی,'mohsin' mujhe raas aaegi shayad sada avargi
یہ کہہ گیے ہیں مسافر لٹے گھروں والے,ye kah gae hain musafir lute gharon vaale
ڈریں ہوا سے پرندے کھلے پروں والے,daren hava se parinde khule paron vaale
یہ میرے دل کی ہوس دشت بے کراں جیسی,ye mere dil ki havas dasht e be karan jaisi
وہ تیری آنکھ کے تیور سمندروں والے,vo teri aankh ke tevar samundaron vaale
ہوا کے ہاتھ میں کاسے ہیں زرد پتوں کے,hava ke haath men kaase hain zard patton ke
کہاں گیے وہ سخی سبز چادروں والے,kahan gae vo sakhi sabz chadaron vaale
کہاں ملیں گے وہ اگلے دنوں کے شہزادے,kahan milenge vo agle dinon ke shahzade
پہن کے تن پہ لبادے گداگروں والے,pahan ke tan pe libade gadagaron vaale
پہاڑیوں میں گھرے یہ بجھے بجھے رستے,pahadiyon men ghire ye bujhe bujhe raste
کبھی ادھر سے گزرتے تھے لشکروں والے,kabhi idhar se guzarte the lashkaron vaale
انہی پہ ہو کبھی نازل عذاب آگ اجل,unhi pe ho kabhi nazil azaab aag ajal
وہی نگر کبھی ٹھہریں پیمبروں والے,vahi nagar kabhi thahren payambaron vaale
ترے سپرد کروں آیینے مقدر کے,tire supurd karun aine muqaddar ke
ادھر تو آ مرے خوش رنگ پتھروں والے,idhar to aa mire khush rang pattharon vaale
کسی کو دیکھ کے چپ چپ سے کیوں ہویے محسنؔ,kisi ko dekh ke chup chup se kyuun hue 'mohsin'
کہاں گیے وہ ارادے سخن وروں والے,kahan gae vo irade sukhan varon vaale
زباں رکھتا ہوں لیکن چپ کھڑا ہوں,zaban rakhta huun lekin chup khada huun
میں آوازوں کے بن میں گھر گیا ہوں,main avazon ke ban men ghir gaya huun
مرے گھر کا دریچہ پوچھتا ہے,mire ghar ka daricha puchhta hai
میں سارا دن کہاں پھرتا رہا ہوں,main saara din kahan phirta raha huun
مجھے میرے سوا سب لوگ سمجھیں,mujhe mere siva sab log samjhen
میں اپنے آپ سے کم بولتا ہوں,main apne aap se kam bolta huun
ستاروں سے حسد کی انتہا ہے,sitaron se hasad ki intiha hai
میں قبروں پر چراغاں کر رہا ہوں,main qabron par charaghan kar raha huun
سنبھل کر اب ہواؤں سے الجھنا,sambhal kar ab havaon se ulajhna
میں تجھ سے پیشتر بجھنے لگا ہوں,main tujh se pesh tar bujhne laga huun
مری قربت سے کیوں خایف ہے دنیا,miri qurbat se kyuun khaif hai duniya
سمندر ہوں میں خود میں گونجتا ہوں,samundar huun main khud men gunjta huun
مجھے کب تک سمیٹے گا وہ محسنؔ,mujhe kab tak sametega vo 'mohsin'
میں اندر سے بہت ٹوٹا ہوا ہوں,main andar se bahut tuuta hua huun
زخم کے پھول سے تسکین طلب کرتی ہے,zakhm ke phuul se taskin talab karti hai
بعض اوقات مری روح غضب کرتی ہے,baaz auqat miri ruuh ghazab karti hai
جو تری زلف سے اترے ہوں مرے آنگن میں,jo tiri zulf se utre hon mire angan men
چاندنی ایسے اندھیروں کا ادب کرتی ہے,chandni aise andheron ka adab karti hai
اپنے انصاف کی زنجیر نہ دیکھو کہ یہاں,apne insaf ki zanjir na dekho ki yahan
مفلسی ذہن کی فریاد بھی کب کرتی ہے,muflisi zehn ki fariyad bhi kab karti hai
صحن گلشن میں ہواؤں کی صدا غور سے سن,sehn e gulshan men havaon ki sada ghaur se sun
ہر کلی ماتم صد جشن طرب کرتی ہے,har kali matam e sad jashn e tarab karti hai
صرف دن ڈھلنے پہ موقوف نہیں ہے محسنؔ,sirf din dhalne pe mauquf nahin hai 'mohsin'
زندگی زلف کے سایے میں بھی شب کرتی ہے,zindagi zulf ke saae men bhi shab karti hai
ذکر شب فراق سے وحشت اسے بھی تھی,zikr e shab e firaq se vahshat use bhi thi
میری طرح کسی سے محبت اسے بھی تھی,meri tarah kisi se mohabbat use bhi thi
مجھ کو بھی شوق تھا نیے چہروں کی دید کا,mujh ko bhi shauq tha nae chehron ki diid ka
رستہ بدل کے چلنے کی عادت اسے بھی تھی,rasta badal ke chalne ki aadat use bhi thi
اس رات دیر تک وہ رہا محو گفتگو,is raat der tak vo raha mahv e guftugu
مصروف میں بھی کم تھا فراغت اسے بھی تھی,masruf main bhi kam tha faraghat use bhi thi
مجھ سے بچھڑ کے شہر میں گھل مل گیا وہ شخص,mujh se bichhad ke shahr men ghul mil gaya vo shakhs
حالانکہ شہر بھر سے عداوت اسے بھی تھی,halanki shahr bhar se adavat use bhi thi
وہ مجھ سے بڑھ کے ضبط کا عادی تھا جی گیا,vo mujh se badh ke zabt ka aadi tha ji gaya
ورنہ ہر ایک سانس قیامت اسے بھی تھی,varna har ek saans qayamat use bhi thi
سنتا تھا وہ بھی سب سے پرانی کہانیاں,sunta tha vo bhi sab se purani kahaniyan
شاید رفاقتوں کی ضرورت اسے بھی تھی,shayad rafaqaton ki zarurat use bhi thi
تنہا ہوا سفر میں تو مجھ پہ کھلا یہ بھید,tanha hua safar men to mujh pe khula ye bhed
سایے سے پیار دھوپ سے نفرت اسے بھی تھی,saae se pyaar dhuup se nafrat use bhi thi
محسنؔ میں اس سے کہہ نہ سکا یوں بھی حال دل,'mohsin' main us se kah na saka yuun bhi haal dil
درپیش ایک تازہ مصیبت اسے بھی تھی,darpesh ek taaza musibat use bhi thi
اے صبا کہہ بہار کی باتیں,ai saba kah bahar ki baten
اس بت گل عذار کی باتیں,is but e gul ezar ki baten
کس پہ چھوڑے نگاہ کا شہباز,kis pe chhode nigah ka shahbaz
کیا کرے ہے شکار کی باتیں,kya kare hai shikar ki baten
مہربانی سیں یا ہوں غصے سیں,mehrbani siin ya hon ghusse siin
پیاری لگتی ہیں یار کی باتیں,pyari lagti hain yaar ki baten
چھوڑتے کب ہیں نقد دل کوں صنم,chhodte kab hain naqd e dil kuun sanam
جب یہ کرتے ہیں پیار کی باتیں,jab ye karte hain pyaar ki baten
