Urdu,Roman_Urdu
کہتی ہے وہ اپنے ہاتھوں خلق میں رسوا ہیں آپ,kaht hai vo apne htho halq me rusv hai aap
ہم سے اے اہل تنعم منہ چھپانا چاہئے,ham se ai ahletanaaum muh chhupn chhiye
دم بھرا کرتے ہیں ہم اور آئنہ سیما ہیں آپ,dam bhar karte hai ham aur inasm hai aap
کیا کاروان ہستی گزرا روا روی میں,ky krvnehast guzr ravrav me
فردا کو میں نے دیکھا گرد و غبار دی میں,fard ko mai ne dekh gardohubred me
تھے محو لالہ و گل کس کیف بے خودی میں,the mahv llaogul kis kaifebehud me
زخم جگر کے ٹانکے ٹوٹے ہنسی ہنسی میں,zahmejigar ke tke tuute has has me
یاران بزم عشرت ڈھونڈوں کہاں میں تم کو,yrnebazmeishrat dhd kah mai tum ko
تاروں کی چھاؤں میں یا پچھلے کی چاندنی میں,tro k chhv me y pichhle k chdn me
ہر عقدہ میں جہاں کے پوشیدہ ہے کشاکش,har uqda me jah ke poshda hai kashkash
ہے موج خندۂ گل پنہاں کلی کلی میں,hai maujehandaegul pinh kal kal me
زخموں میں خود چمک ہے اور اس پہ یہ ستم ہے,zahmo me hud chamak hai aur us pe ye sitam hai
رنگ پریدہ سے میں رہتا ہوں چاندنی میں,rageparda se mai raht huu chdn me
ہم کس شمار میں تھے پرسش جو ہم سے ہوتی,ham kis shumr me the pursish jo ham se hot
یہ امتیاز پایا آشوب آگہی میں,ye imtiyz paay shobegah me
حکم قضا ہو جیسا سرزد ہو فعل ویسا,hukmeqaz ho jais sarzad ho feal vais
بندہ کا دخل بھی ہے پھر اس کہی بدی میں,banda k dahl bh hai phir is kah bad me
رفتار سایہ کو ہے پست و بلند یکساں,raftresya ko hai pastobuland yaks
ٹھوکر کبھی نہ کھائے راہ فروتنی میں,thokar kabh na khaae rhefarotan me
وجد آ گیا فلک کو غش آ گیا زمیں کو,vajd aa gay falak ko hash aa gay zam ko
دو طرح کے اثر تھے اک صوت سرمدی میں,do tarah ke asar the ik sautesarmad me
تعبیر اس کی شاید ایک واپسیں نفس ہو,taabr us k shyad ek vps nafas ho
جو خواب دیکھتے تھے ہم ساری زندگی میں,jo hvb dekhte the ham saar zindag me
لائی حباب تک کو سیل فنا بہا کر,laa hubb tak ko sailefan bah kar
اک آہ کھینچنے کو اک دم کی زندگی میں,ik aah khchne ko ik dam k zindag me
محشر کی آفتوں کا دھڑکا نہیں رہا اب,mahshar k fato k dhak nah rah ab
سو حشر میں نے دیکھے دو دن کی زندگی میں,sau hashr mai ne dekhe do din k zindag me
پہلو میں تو ہو اے دل پھر حسرتیں ہزاروں,pahl me t ho ai dil phir hasrate hazro
کس بات کی کمی ہے تیری سلامتی میں,kis baat k kam hai ter salmt me
پرسان حال وہ ہو اور سامنے بلا کر,pursnehl vo ho aur smne bul kar
کیا جانیے زباں سے کیا نکلے بے خودی میں,ky jniye zab se ky nikle behud me
تو ایک ظل ہستی پھر کیسی خود پرستی,t ek zillehast phir kais hudparast
سایہ کی پرورش ہے دامان بے خودی میں,saaya k parvarish hai dmnebehud me
حائل بس اک نفس ہے محشر میں اور ہم میں,haael bas ik nafas hai mahshar me aur ham me
پردہ حباب کا ہے فردا میں اور دی میں,parda habb k hai fard me aur d me
آنکھیں دکھا رہی ہے دن سے مجھے شب غم,khe dikh rah hai din se mujhe shabeham
آثار تیرگی کے ہیں دن کی روشنی میں,sr trg ke hai din k raushn me
تو نے تو اپنے در سے مجھ کو اٹھا دیا ہے,t ne to apne dar se mujh ko uth diy hai
پرچھائیں پھر رہی ہے میری اسی گلی میں,parchh phir rah hai mer us gal me
سجدہ کا حکم مجھ کو تو نے تو اب دیا ہے,sajda k hukm mujh ko t ne to ab diy hai
پہلے ہی لکھ چکا ہوں میں خط بندگی میں,pahle h likh chuk huu mai hattebandg me
اے نظمؔ چھیڑ کر ہم تجھ کو ہوئے پشیماں,ai nazm chhe kar ham tujh ko hue pashem
کیا جانتے تھے ظالم رو دے گا دل لگی میں,ky jnte the zlim ro deg dillag me
کیا کہیں کس سے پیار کر بیٹھے,ky kahe kis se pyaar kar baithe
اپنے دل کو فگار کر بیٹھے,apne dil ko figr kar baithe
صبر کی اک قبا جو باقی تھی,sabr k ik qab jo baaq th
اس کو بھی تار تار کر بیٹھے,us ko bh taar taar kar baithe
آج پھر ان کی آمد آمد ہے,aaj phir un k aamad aamad hai
ہم خزاں کو بہار کر بیٹھے,ham hiz ko bahr kar baithe
وائے اس بت کا وعدۂ فردا,vaae us but k vaadaefard
عمر بھر انتظار کر بیٹھے,umr bhar intizr kar baithe
خود جو غم ہیں تو آئنہ حیراں,hud jo ham hai to aaina hair
کس غضب کا سنگھار کر بیٹھے,kis hazab k sighr kar baithe
ہم تہی دست تجھ کو کیا دیتے,ham tahdast tujh ko ky dete
جان تجھ پر نثار کر بیٹھے,jaan tujh par nisr kar baithe
مجھ کو سمجھو یادگار رفتگان لکھنؤ,mujh ko samjho ydgreraftagnelucknow
ہوں قد آدم غبار کاروان لکھنؤ,huu qaddemdam hubrekrvnelucknow
خون حسرت کہہ رہا ہے داستان لکھنؤ,hnehasrat kah rah hai dstnelucknow
رہ گیا ہے اب یہی رنگیں بیان لکھنؤ,rah gay hai ab yah ragbaynelucknow
گوش عبرت سے سنے کوئی مری فریاد ہے,gosheibrat se sune ko mir fariyd hai
بلبل خونیں نوائے بوستان لکھنؤ,bulbulehn navebostnelucknow
میرے ہر آنسو میں اک آئینۂ تصویر ہے,mere har aas me ik naetasvr hai
میرے ہر نالہ میں ہے طرز فغان لکھنؤ,mere har naale me hai tarzefuhnelucknow
ڈھونڈھتا ہے اب کسے لے کر چراغ آفتاب,dhdht hai ab kise le kar charheftb
کیوں مٹایا اے فلک تو نے نشان لکھنؤ,kyuu mity ai falak t ne nishnelucknow
لکھنؤ جن سے عبارت تھی ہوئے وہ ناپدید,lucknow jin se ibrat th hue vo npadd
ہے نشان لکھنؤ باقی نہ شان لکھنؤ,hai nishnelucknow baaq na shnelucknow
اب نظر آتا نہیں وہ مجمع اہل کمال,ab nazar aat nah vo majmaaeahlekaml
کھا گئے ان کو زمین و آسمان لکھنؤ,kh gae un ko zamnosmnelucknow
پہلے تھا اہل زباں کا دور اب گردش میں ہیں,pahle th ahlezab k daur ab gardish me hai
چاہئے تھی تیغ اردو کو فسان لکھنؤ,chhiye th teheurdu ko fasnelucknow
مرثیہ گو کتنے یکتائے زمانہ تھے یہاں,marsiyago kitne yaktezamna the yah
کوئی تو اتنوں میں ہوتا نوحہ خوان لکھنؤ,ko to itno me hot nauhahvnelucknow
یہ غبار ناتواں خاکستر پروانہ ہے,ye hubrentav hkistareparvna hai
خاندان اپنا تھا شمع دودمان لکھنؤ,hndn apn th shameddmnelucknow
چلتا تھا جب گھٹنیوں اپنے یہاں طفل رضیع,chalt th jab ghutniyo apne yah tifleraza
سجدہ کرتے تھے اسے گردن کشان لکھنؤ,sajda karte the use gardankushnelucknow
عہد پیرانہ سری میں کیوں نہ شیریں ہو سخن,ahdeprnasar me kyuu na shr ho suhan
بچپنے میں میں نے چوسی ہے زبان لکھنؤ,bachpane me mai ne chs hai zabnelucknow
گلشن فردوس پر کیا ناز ہے رضواں تجھے,gulshanefirdaus par ky naaz hai rizv tujhe
پوچھ اس کے دل سے جو ہے رتبہ دان لکھنؤ,pchh us ke dil se jo hai rutbadnelucknow
بوئے انس آتی ہے حیدرؔ خاک مٹیا برج سے,beuns aat hai haidar hkematiyburj se
جمع ہیں اک جا وطن آوارگان لکھنؤ,jama hai ik j vatanvrgnelucknow
ندامت ہے بنا کر اس چمن میں آشیاں مجھ کو,nadmat hai ban kar is chaman me shiy mujh ko
ملا ہمدم یہاں کوئی نہ کوئی ہم زباں مجھ کو,mil hamdam yah ko na ko hamzab mujh ko
دکھائے جا روانی توسن عمر رواں مجھ کو,dikhe j ravn tausaneumrerav mujh ko
ہلال برق سے رکھ ہم رکاب و ہم عناں مجھ کو,hillebarq se rakh hamrikbohamin mujh ko
بنایا ناتوانی نے سلیمان زماں مجھ کو,bany ntavn ne sulaimnezam mujh ko
اڑا کر لے چلے موج نسیم بوستاں مجھ کو,u kar le chale maujenasmebost mujh ko
دم صبح ازل سے میں نوا سنجوں میں ہوں تیرے,damesubheazal se mai navsanjo me huu tere
بتایا بلبل سدرہ نے انداز فغاں مجھ کو,baty bulbulesidra ne andzefuh mujh ko
مری باتوں میں کیا معلوم کب سوئے وہ کب جاگے,mir bto me ky maalm kab soe vo kab jaage
سرے سے اس لیے کہنی پڑی پھر داستاں مجھ کو,sire se is liye kahn pa phir dst mujh ko
بہا کر قافلہ سے دور جسم زار کو پھینکا,bah kar qfila se duur jismezr ko phek
کہ موج سیل تھی بانگ درائے کارواں مجھ کو,ki maujesail th bgedarekrv mujh ko
یہ دل کی بے قراری خاک ہو کر بھی نہ جائے گی,ye dil k beqarr haak ho kar bh na jeg
سناتی ہے لب ساحل سے یہ ریگ رواں مجھ کو,sunt hai labeshil se ye regerav mujh ko
اڑائی خاک جس صحرا میں تیرے واسطے میں نے,uaa haak jis sahr me tere vste mai ne
تھکا ماندہ ملا ان منزلوں میں آسماں مجھ کو,thakmda mil in manzilo me sm mujh ko
تصور شمع کا جس کو جلا دے ہوں وہ پروانہ,tasavvur shama k jis ko jil de huu vo parvna
لگ اٹھی آگ دل میں جب نظر آیا دھواں مجھ کو,lag utth aag dil me jab nazar aay dhu mujh ko
وہ جس عالم میں جا پہنچا وہاں میں کس طرح جاؤں,vo jis aalam me j pahuch vah mai kis tarah j
ہوا دل آپ سے باہر پنہا کر بیڑیاں مجھ کو,hu dil aap se bhar pinh kar beiy mujh ko
غبار راہ سے اے نظمؔ یہ آواز آتی ہے,hubrerh se ai nazm ye vz aat hai
گئی اے عمر رفتہ تو کدھر پھینکا کہاں مجھ کو,ga ai umrerafta t kidhar phek kah mujh ko
پھری ہوئی مری آنکھیں ہیں تیغ زن کی طرف,phir hu mir khe hai tehzan k taraf
چلا ہے چھوڑ کے بسمل مجھے ہرن کی طرف,chal hai chho ke bismil mujhe hiran k taraf
بنایا توڑ کے آئینہ آئینہ خانہ,bany to ke na nahna
نہ دیکھی راہ جو خلوت سے انجمن کی طرف,na dekh raah jo halvat se anjuman k taraf
رہ وفا کو نہ چھوڑا وہ عندلیب ہوں میں,rahevaf ko na chho vo andalb huu mai
چھٹا قفس سے تو پرواز کی چمن کی طرف,chhut qafas se to parvz k chaman k taraf
گریز چاہئے طول امل سے سالک کو,gurez chhiye tleamal se slik ko
سنا ہے راہ یہ جاتی ہے راہزن کی طرف,sun hai raah ye jaat hai rhzan k taraf
سرائے دہر میں سوؤ گے غافلو کب تک,saredahr me sooge hfilo kab tak
اٹھو تو کیا تمہیں جانا نہیں وطن کی طرف,utho to ky tumhe jaan nah vatan k taraf
جو اہل دل ہیں الگ ہیں وہ اہل ظاہر سے,jo ahledil hai alag hai vo ahlezhir se
نہ میں ہوں شیخ کی جانب نہ برہمن کی طرف,na mai huu shaih k jnib na barhaman k taraf
جہان حادثہ آگین میں بشر کا ورود,jahnehdsagn me bashar k vard
گزر حباب کا دریائے موجزن کی طرف,guzar habb k dariyemaujzan k taraf
اسی امید پہ ہم دن خزاں کے کاٹتے ہیں,is umiid pe ham din hiz ke ktte hai
کبھی تو باد بہار آئے گی چمن کی طرف,kabh to bdebahr aaeg chaman k taraf
بچھڑ کے تجھ سے مجھے ہے امید ملنے کی,bichha ke tujh se mujhe hai umiid milne k
سنا ہے روح کو آنا ہے پھر بدن کی طرف,sun hai ruuh ko aan hai phir badan k taraf
گواہ کون مرے قتل کا ہو محشر میں,gavh kaun mire qatl k ho mahshar me
ابھی سے سارا زمانہ ہے تیغ زن کی طرف,abh se saar zamna hai tehzan k taraf
خبر دی اٹھ کے قیامت نے اس کے آنے کی,habar d uth ke qaymat ne us ke aane k
خدا ہی خیر کرے رخ ہے انجمن کی طرف,hud h hair kare ruh hai anjuman k taraf
وہ اپنے رخ کی صباحت کو آپ دیکھتے ہیں,vo apne ruh k sabhat ko aap dekhte hai
جھکے ہوئے گل نرگس ہیں یاسمن کی طرف,jhuke hue gulenargis hai ysman k taraf
تمام بزم ہے کیا محو اس کی باتوں میں,tamm bazm hai ky mahv us k bto me
نظر دہن کی طرف کان ہے سخن کی طرف,nazar dahan k taraf kaan hai suhan k taraf
اسیر ہو گیا دل گیسوؤں میں خوب ہوا,asiir ho gay dil gesuo me huub hu
چلا تھا ڈوب کے مرنے چہ ذقن کی طرف,chal th duub ke marne chahezaqan k taraf
یہ میکشوں کی ادا ابر تر بھی سیکھ گئے,ye maikasho k ad abretar bh siikh gae
کنار جو سے جو اٹھے چلے چمن کی طرف,kinrej se jo utthe chale chaman k taraf
زہے نصیب جو ہو کربلا کی موت اے نظمؔ,zahenasb jo ho karbal k maut ai nazm
کہ اڑ کے خاک شفا آئے خود کفن کی طرف,ki u ke hkeshif aae hud kafan k taraf
پرسش جو ہوگی تجھ سے جلاد کیا کرے گا,pursish jo hog tujh se jalld ky kareg
لے خون میں نے بخشا تو یاد کیا کرے گا,le huun mai ne bahsh t yaad ky kareg
ہوں دام میں پر افشاں اور سادگی سے حیراں,huu daam me purafsh aur sdg se hair
کیوں تیز کی ہیں چھریاں صیاد کیا کرے گا,kyuu tez k hai chhuriy sayyd ky kareg
ظالم یہ سوچ کر اب دیتا ہے بوسۂ لب,zlim ye soch kar ab det hai bosaelab
جب ہونٹ سی دیئے پھر فریاد کیا کرے گا,jab hot s diye phir fariyd ky kareg
زنجیر تار داماں ہے طوق اک گریباں,zanjr tredm hai tauq ik gareb
زور جنوں نہ کم ہو حداد کیا کرے گا,zorejun na kam ho haddd ky kareg
ہم ڈوب کر مریں گے حسرت رہے گی تجھ کو,ham duub kar marege hasrat raheg tujh ko
جب خاک ہی نہ ہوگی برباد کیا کرے گا,jab haak h na hog barbd ky kareg
یعقوب قطع کر دیں امید وصل دل سے,yqb qata kar de ummdevasl dil se
یوسف سا بندہ کوئی آزاد کیا کرے گا,ysuf s banda ko zd ky kareg
دل لے کے پوچھتا ہے تو کس کا شیفتہ ہے,dil le ke pchht hai t kis k shefta hai
بھولا ابھی سے ظالم پھر یاد کیا کرے گا,bhl abh se zlim phir yaad ky kareg
اے خط بیاض عارض درکار ہے جو تجھ کو,ai hattebayz aariz darkr hai jo tujh ko
تحریر حسن کی کچھ روداد کیا کرے گا,tahrr husn k kuchh rdd ky kareg
کنج قفس سے اک دن ہوگی رہائی اپنی,kunjeqafas se ik din hog rih apn
مر جائیں گے تو آخر صیاد کیا کرے گا,mar jege to hir sayyd kiy kareg
مثل سپند دل ہے بیتاب سوز غم میں,mislesipand dil hai betb sozeham me
رہ جائے گا تڑپ کر فریاد کیا کرے گا,rah jeg taap kar fariyd ky kareg
اے شیخ بھر گیا ہے کیوں وعظ کی ہوا میں,ai shaih bhar gay hai kyuu vaaz k hav me
ریش سفید اپنی برباد کیا کرے گا,rshesafed apn barbd ky kareg
ظلم و ستم سے بھی اب ظالم نے ہاتھ کھینچا,zulmositam se bh ab zlim ne haath khch
اس سے ستم وہ بڑھ کر ایجاد کیا کرے گا,is se sitam vo bah kar jd ky kareg
ازبسکہ بے ہنر ہوں میں ننگ معترض ہوں,azbaski behunar huu mai nagemotariz huu
مضموں پہ میرے کوئی ایراد کیا کرے گا,mazm pe mere ko rd ky kareg
اے نظمؔ جس کو چاہے وہ دے بہشت دوزخ,ai nazm jis ko chhe vo de bahisht dozah
نمرود کیا کرے گا شداد کیا کرے گا,namrd ky kareg shaddd ky kareg
سنگ جفا کا غم نہیں دست طلب کا ڈر نہیں,sagejaf k ham nah dastetalab k dar nah
اپنا ہے اس پر آشیاں نخل جو بارور نہیں,apn hai us par shiy nahl jo brvar nah
سنتے ہو اہل قافلہ میں کوئی راہ بر نہیں,sunte ho ahleqfila mai ko rhbar nah
دیکھ رہا ہوں تم میں سے ایک بھی راہ پر نہیں,dekh rah huu tum me se ek bh raah par nah
موت کا گھر ہے آسماں اس سے کہیں مفر نہیں,maut k ghar hai sm is se kah mafar nah
نکلیں تو کوئی در نہیں بھاگیں تو رہ گزر نہیں,nikle to ko dar nah bhge to rahguzar nah
پہلے جگر پر آہ کا نام نہ تھا نشاں نہ تھا,pahle jigar par aah k naam na th nish na th
آخر کار یہ ہوا آہ تو ہے جگر نہیں,hirekr ye hu aah to hai jigar nah
صبح ازل سے تا ابد قصہ نہ ہوگا یہ تمام,subheazal se tabad qissa na hog ye tamm
جور فلک کی داستاں ایسی بھی مختصر نہیں,jaurefalak k dst ais bh muhtasar nah
برگ خزاں رسیدہ ہوں چھیڑ نہ مجھ کو اے نسیم,bargehizrasda huu chhe na mujh ko ai nasm
ذوق فغاں کا ہے مجھے شکوۂ ابر تر نہیں,zauq fuh k hai mujhe shikvaeabretar nah
منکر حشر ہے کدھر دیکھے تو آنکھ کھول کر,munkirehashr hai kidhar dekhe t aakh khol kar
حشر کی جو خبر نہ دے ایسی کوئی سحر نہیں,hashr k jo habar na de ais ko sahar nah
شبنم و گل کو دیکھ کر وجد نہ آئے کس طرح,shabnam o gul ko dekh kar vajd na aae kis tarah
خندہ بے سبب نہیں گریہ بے اثر نہیں,handa besabab nah girya beasar nah
تیرے فقیر کا غرور تاجوروں سے ہے سوا,tere faqr k hurr tjvaro se hai siv
طرف کلہ میں دے شکن اس کو یہ درد سر نہیں,tarfekulah me de shikan us ko ye dardesar nah
کوشک و قصر و بام و در تو نے بنا کئے تو کیا,koshak o qasr o bmodar t ne bin kiye to ky
حیف ہے خانماں خراب دل میں کسی کے گھیر نہیں,haif hai hnumharb dil me kis ke gher nah
نالہ کشی رقیب سے میری طرح محال ہے,nlakash raqb se mer tarah muhl hai
دل نہیں حوصلہ نہیں زہرہ نہیں جگر نہیں,dil nah hausla nah zohra nah jigar nah
شاطر پیر آسماں واہ ری تیری دست برد,shtirepresm vhr ter dastburd
خسرو و کیقباد کی تیغ نہیں کمر نہیں,husrav o kaiqibd k teh nah kamar nah
شان کریم کی یہ ہے ہاں سے ہو پیشتر عطا,shaan karm k ye hai haa se ho peshtar at
لطف عطا کا کیا ہو جب ہاں سے ہو پیشتر نہیں,lutf at k ky ho jab haa se ho peshtar nah
لاکھ وہ بے رخی کرے لاکھ وہ کج روی کرے,laakh vo beruh kare laakh vo kajrav kare
کچھ تو ملال اس کا ہو دل کو مرے مگر نہیں,kuchh to mall is k ho dil ko mire magar nah
سن کے برا نہ مانئے سچ کو نہ جھوٹ جانئے,sun ke bur na mniye sach ko na jhuut jniye
ذکر ہے کچھ گلہ نہیں بات ہے نیشتر نہیں,zikr hai kuchh gila nah baat hai neshtar nah
سبحہ ہے زنار کیوں کیسی کہی,subha hai zunnr kyuu kais kah
زاہد عیار کیوں کیسی کہی,zhideayyr kyuu kais kah
کٹ گئے اغیار کیوں کیسی کہی,kat gae ahyr kyuu kais kah
چھا گئی ہر بار کیوں کیسی کہی,chh ga har baar kyuu kais kah
ہیں یہ سب اقرار جھوٹے یا نہیں,hai ye sab iqrr jhte y nah
کیجئے اقرار کیوں کیسی کہی,kjiye iqrr kyuu kais kah
روٹھنے سے آپ کا مطلب یہ ہے,rthne se aap k matlab ye hai
اس کو آئے پیار کیوں کیسی کہی,is ko aae pyaar kyuu kais kah
کہہ دیا میں نے سحر ہے جھوٹ موٹ,kah diy mai ne sahar hai jhtmt
ہو گئے بیدار کیوں کیسی کہی,ho gae bedr kyuu kais kah
ایک تو کہتے ہیں صدہا بھپتیاں,ek to kahte hai sadh bhaptiy
اور پھر اصرار کیوں کیسی کہی,aur phir isrr kyuu kais kah
ناصحا یہ بحث دیوانوں کے ساتھ,nseh ye bahs dvno ke saath
عقل کی ہے مار کیوں کیسی کہی,aql k hai maar kyuu kais kah
یا خفا تھے یا ذرا سی بات پر,y haf the y zar s baat par
ہو گئی بوچھار کیوں کیسی کہی,ho ga bauchhr kyuu kais kah
مجھ سے بیعت کر لے تو بھی واعظا,mujh se baiat kar le t bh viz
ہاتھ لانا یار کیوں کیسی کہی,haath laan yaar kyuu kais kah
سرمہ دے کر دل کے لینے کا ہے قصد,surma de kar dil ke lene k hai qasd
آنکھ تو کر چار کیوں کیسی کہی,aakh to kar chaar kyuu kais kah
جان دے دے چل کے در پر یار کے,jaan de de chal ke dar par yaar ke
او دل بیمار کیوں کیسی کہی,o dilebmr kyuu kais kah
کیا ہی بگڑے ہو پتے کی بات پر,ky h bige ho patte k baat par
ہو گئے بیزار کیوں کیسی کہی,ho gae bezr kyuu kais kah
اب تو حیدرؔ اور ہی کچھ رنگ ہیں,ab to haidar aur h kuchh rag hai
مانتا ہوں یار کیوں کیسی کہی,mnt huu yaar kyuu kais kah
تنہا نہیں ہوں گر دل دیوانہ ساتھ ہے,tanh nah huu gar diledvna saath hai
وہ ہرزہ گرد ہوں کہ پری خانہ ساتھ ہے,vo harzahgard huu ki parhna saath hai
ہنگامہ اک پری کی سواری کا دیکھنا,hagma ik par k savr k dekhn
کیا دھوم ہے کہ سیکڑوں دیوانہ ساتھ ہے,ky dhuum hai ki saiko dvna saath hai
دل میں ہیں لاکھ طرح کے حیلے بھرے ہوئے,dil me hai laakh tarah ke hiile bhare hue
پھر مشورہ کو آئینہ و شانہ ساتھ ہے,phir mashvara ko na o shna saath hai
روز سیہ میں ساتھ کوئی دے تو جانیے,rozesiyah me saath ko de to jniye
جب تک فروغ شمع ہے پروانہ ساتھ ہے,jab tak faroheshama hai parvna saath hai
دیتا نہیں ہے ساتھ تہی دست کا کوئی,det nah hai saath tahdast k ko
جب تک کہ مے ہے شیشہ میں پیمانہ ساتھ ہے,jab tak ki mai hai shshe me paimna saath hai
سیکھا ہوں میکدہ میں طریق فروتنی,skh huu maikade me tarqefarotan
جب تک کہ سر ہے سجدۂ شکرانہ ساتھ ہے,jab tak ki sar hai sajdaeshukrna saath hai
جو بے بصر ہیں ڈھونڈتے پھرتے ہیں دور دور,jo bebasar hai dhdte phirte hai duur duur
اور ہر قدم پہ جلوۂ جانانہ ساتھ ہے,aur har qadam pe jalvaejnna saath hai
کیا خوف ہو ہمیں زن دنیا کے مکر کا,ky hauf ho hame zaneduniy ke makr k
اپنی مدد کو ہمت مردانہ ساتھ ہے,apn madad ko himmatemardna saath hai
غم کی کتاب سے دل صد پارہ کم نہیں,ham k kitb se dilesadpra kam nah
جس بزم میں گئے یہی افسانہ ساتھ ہے,jis bazm me gae yah afsna saath hai
مانند گرد باد ہوں خانہ بدوش میں,mnindegardbd huu hnabadosh mai
صحرا میں ہوں مگر مرا کاشانہ ساتھ ہے,sahr me huu magar mir kshna saath hai
اڑا کر کاگ شیشہ سے مے گلگوں نکلتی ہے,u kar kaag shshe se maiegulg nikalt hai
شرابی جمع ہیں مے خانہ میں ٹوپی اچھلتی ہے,sharb jama hai maihna me top uchhalt hai
بہار مے کشی آئی چمن کی رت بدلتی ہے,bahremaikash aa chaman k rut badalt hai
گھٹا مستانہ اٹھتی ہے ہوا مستانہ چلتی ہے,ghat mastna utht hai hav mastna chalt hai
زخود رفتہ طبیعت کب سنبھالے سے سنبھلتی ہے,zahudrafta tabat kab sambhle se sambhalt hai
نہ بن آتی ہے ناصح سے نہ کچھ واعظ کی چلتی ہے,na ban aat hai nseh se na kuchh vaaiz k chalt hai
یہ کس کی ہے تمنا چٹکیاں لیتی ہے جو دل میں,ye kis k hai tamann chutkiy let hai jo dil me
یہ کس کی آرزو ہے جو کلیجہ کو مسلتی ہے,ye kis k aarz hai jo kaleje ko masalt hai
وہ دیوانہ ہے جو اس فصل میں فصدیں نہ کھلوائے,vo dvna hai jo is fasl me fasde na khulve
رگ ہر شاخ گل سے خون کی ندی ابلتی ہے,rageharshhegul se huun k nadd ubalt hai
سحر ہوتے ہی دم نکلا غش آتے ہی اجل آئی,sahar hote h dam nikl hash aate h ajal aa
کہاں ہوں میں نسیم صبح پنکھا کس کو جھلتی ہے,kah huu mai nasmesubh pakh kis ko jhalt hai
تمتع ایک کا ہے ایک کے نقصاں سے عالم میں,tamatto ek k hai ek ke nuqs se aalam me
کہ سایہ پھیلتا جاتا ہے جوں جوں دھوپ ڈھلتی ہے,ki saaya phailt jaat hai juu juu dhuup dhalt hai
بنا رکھی ہے غم پر زیست کی یہ ہو گیا ثابت,bin rakkh hai ham par ziist k ye ho gay sbit
نہ لپکا آہ کا چھوٹے گا جب تک سانس چلتی ہے,na lapk aah k chhteg jab tak saas chalt hai
قرار اک دم نہیں آتا ہے خون بے گنہ پی کر,qarr ik dam nah aat hai hnebegunah p kar
کہ اب تو خود بہ خود تلوار رہ رہ کر اگلتی ہے,ki ab to hud bahud talvr rah rah kar ugalt hai
جہنم کی نہ آنچ آئے گی مے خواروں پہ او واعظ,jahannam k na aach aaeg maihvro pe o vaaiz
شراب آلودہ ہو جو شے وہ کب آتش میں جلتی ہے,sharb lda ho jo shai vo kab tish me jalt hai
نہ دکھلانا الہی ایک آفت ہے شب فرقت,na dikhln ilh ek aafat hai shabefurqat
نہ جو کاٹے سے کٹتی ہے نہ جو ٹالے سے ٹلتی ہے,na jo kaate se katt hai na jo taale se talt hai
یہ اچھا شغل وحشت میں نکالا تو نے اے حیدرؔ,ye achchh shuhl vahshat me nikl t ne ai haidar
گریباں میں الجھنے سے طبیعت تو بہلتی ہے,gareb me ulajhne se tabat to bahalt hai
یہ آہ بے اثر کیا ہو یہ نخل بے ثمر کیا ہو,ye hebeasar ky ho ye nahlebesamar ky ho
نہ ہو جب درد ہی یا رب تو دل کیا ہو جگر کیا ہو,na ho jab dard h yrab to dil ky ho jigar ky ho
بغل گیر آرزو سے ہیں مرادیں آرزو مجھ سے,bahalgr aarz se hai murde aarz mujh se
یہاں اس وقت تو اک عید ہے تم جلوہ گر کیا ہو,yah is vaqt to ik iid hai tum jalvagar ky ho
مقدر میں یہ لکھا ہے کٹے گی عمر مر مر کر,muqaddar me ye likkh hai kateg umr marmar kar
ابھی سے مر گئے ہم دیکھیے اب عمر بھر کیا ہو,abh se mar gae ham dekhiye ab umr bhar ky ho
مروت سے ہو بیگانہ وفا سے دور ہو کوسوں,muravvat se ho begna vaf se duur ho koso
یہ سچ ہے نازنیں ہو خوبصورت ہو مگر کیا ہو,ye sach hai nzn ho hbsrat ho magar ky ho
لگا کر زخم میں ٹانکے قضا تیری نہ آ جائے,lag kar zahm me tke qaz ter na aa jaae
جو وہ سفاک سن پائے بتا اے چارہ گر کیا ہو,jo vo saffk sun paae bat ai chragar ky ho
قیامت کے بکھیڑے پڑ گئے آتے ہی دنیا میں,qaymat ke bakhee pa gae aate h duniy me
یہ مانا ہم نے مر جانا تو ممکن ہے مگر کیا ہو,ye maan ham ne mar jaan to mumkin hai magar ky ho
کہا میں نے کہ نظمؔ مبتلا مرتا ہے حسرت میں,kah mai ne ki nazmemubtal mart hai hasrat me
کہا اس نے اگر مر جائے تو میرا ضرر کیا ہو,kah us ne agar mar jaae to mer zarar ky ho
یہ ہوا مآل حباب کا جو ہوا میں بھر کے ابھر گیا,ye hu maaal hubb k jo hav me bhar ke ubhar gay
کہ صدا ہے لطمۂ موج کی سر پر غرور کدھر گیا,ki sad hai lutmaemauj k sarepurhurr kidhar gay
مجھے جذب دل نے اے جز بہک کے رکھا قدم کوئی,mujhe jazbedil ne ai juz bahak ke rakh qadam ko
مجھے پر لگائے شوق نے کہیں تھک کے میں جو ٹھہر گیا,mujhe par lage shauq ne kah thak ke mai jo thahar gay
مجھے پیری اور شباب میں جو ہے امتیاز تو اس قدر,mujhe piir aur shabb me jo hai imtiyz to is qadar
کوئی جھونکا باد سحر کا تھا مرے پاس سے جو گزر گیا,ko jhok bdesahar k th mire paas se jo guzar gay
اثر اس کے عشوۂ ناز کا جو ہوا وہ کس سے بیاں کروں,asar us ke ishvaenz k jo hu vo kis se bay kar
