urdu_text,roman_text
پورا دکھ اور آدھا چاند,jazbe ki kabhi itni rifaqat bhi bahut thi
ہجر کی شب اور ایسا چاند,kuchh to tire mausam hi mujhe raas kam aae
دن میں وحشت بہل گیی,aur kuchh miri mitti men baghavat bhi bahut thi
رات ہویی اور نکلا چاند,phulon ka bikharna to muqaddar hi tha lekin
کس مقتل سے گزرا ہوگا,kuchh is men havaon ki siyasat bhi bahut thi
اتنا سہما سہما چاند,vo bhi sar e maqtal hai ki sach jis ka tha shahid
یادوں کی آباد گلی میں,aur vaqif e ahval e adalat bhi bahut thi
گھوم رہا ہے تنہا چاند,is tark e rifaqat pe pareshan to huun lekin
میری کروٹ پر جاگ اٹھے,ab tak ke tire saath pe hairat bhi bahut thi
نیند کا کتنا کچا چاند,khush aae tujhe shahr e munafiq ki amiri
میرے منہ کو کس حیرت سے,ham logon ko sach kahne ki aadat bhi bahut thi
دیکھ رہا ہے بھولا چاند,shab vahi lekin sitara aur hai
اتنے گھنے بادل کے پیچھے,ab safar ka istiara aur hai
کتنا تنہا ہوگا چاند,ek mutthi ret men kaise rahe
آنسو روکے نور نہایے,is samundar ka kinara aur hai
دل دریا تن صحرا چاند,mauj ke mudne men kitni der hai
اتنے روشن چہرے پر بھی,naav daali aur dhara aur hai
سورج کا ہے سایا چاند,jang ka hathiyar tai kuchh aur tha
جب پانی میں چہرہ دیکھا,tiir siine men utara aur hai
تو نے کس کو سوچا چاند,matn men to jurm sabit hai magar
برگد کی اک شاخ ہٹا کر,hashiya saare ka saara aur hai
جانے کس کو جھانکا چاند,saath to mera zamin deti magar
بادل کے ریشم جھولے میں,asman ka hi ishara aur hai
بھور سمے تک سویا چاند,dhuup men divar hi kaam aaegi
رات کے شانے پر سر رکھے,tez barish ka sahara aur hai
دیکھ رہا ہے سپنا چاند,harne men ik ana ki baat thi
سوکھے پتوں کے جھرمٹ پر,jiit jaane men khasara aur hai
شبنم تھی یا ننھا چاند,sukh ke mausam ungliyon par gin liye
ہاتھ ہلا کر رخصت ہوگا,fasl e gham ka goshvara aur hai
اس کی صورت ہجر کا چاند,der se palken nahin jhapkin miri
صحرا صحرا بھٹک رہا ہے,pesh e jan ab ke nazara aur hai
اپنے عشق میں سچا چاند,aur kuchh pal us ka rasta dekh luun
رات کے شاید ایک بجے ہیں,asman par ek taara aur hai
سوتا ہوگا میرا چاند,had charaghon ki yahan se khatm hai
قدموں میں بھی تکان تھی گھر بھی قریب تھا,aaj se rasta hamara aur hai
پر کیا کریں کہ اب کے سفر ہی عجیب تھا,shauq e raqs se jab tak ungliyan nahin khultin
نکلے اگر تو چاند دریچے میں رک بھی جایے,paanv se havaon ke bediyan nahin khultin
اس شہر بے چراغ میں کس کا نصیب تھا,ped ko dua de kar kat gai baharon se
آندھی نے ان رتوں کو بھی بے کار کر دیا,phuul itne badh aae khidkiyan nahin khultin
جن کا کبھی ہما سا پرندہ نصیب تھا,phuul ban ke sairon men aur kaun shamil tha
کچھ اپنے آپ سے ہی اسے کشمکش نہ تھی,shokhi e saba se to baliyan nahin khultin
مجھ میں بھی کویی شخص اسی کا رقیب تھا,husn ke samajhne ko umr chahiye janan
پوچھا کسی نے مول تو حیران رہ گیا,do ghadi ki chahat men ladkiyan nahin khultin
اپنی نگاہ میں کویی کتنا غریب تھا,koi mauja e shirin chuum kar jagaegi
مقتل سے آنے والی ہوا کو بھی کب ملا,surajon ke nezon se sipiyan nahin khultin
ایسا کویی دریچہ کہ جو بے صلیب تھا,maan se kya kahengi dukh hijr ka ki khud par bhi
قید میں گزرے گی جو عمر بڑے کام کی تھی,itni chhoti umron ki bachchiyan nahin khultin
پر میں کیا کرتی کہ زنجیر ترے نام کی تھی,shakh shakh sargardan kis ki justuju men hain
جس کے ماتھے پہ مرے بخت کا تارہ چمکا,kaun se safar men hain titliyan nahin khultin
چاند کے ڈوبنے کی بات اسی شام کی تھی,aadhi raat ki chup men kis ki chaap ubharti hai
میں نے ہاتھوں کو ہی پتوار بنایا ورنہ,chhat pe kaun aata hai sidhiyan nahin khultin
ایک ٹوٹی ہویی کشتی مرے کس کام کی تھی,paniyon ke chadhne tak haal kah saken aur phir
وہ کہانی کہ ابھی سوییاں نکلیں بھی نہ تھیں,kya qayamaten guzrin bastiyan nahin khultin
فکر ہر شخص کو شہزادی کے انجام کی تھی,tarash kar mire baazu udaan chhod gaya
یہ ہوا کیسے اڑا لے گیی آنچل میرا,hava ke paas barahna kaman chhod gaya
یوں ستانے کی تو عادت مرے گھنشیام کی تھی,rafaqaton ka miri us ko dhyan kitna tha
بوجھ اٹھاتے ہویے پھرتی ہے ہمارا اب تک,zamin le li magar asman chhod gaya
اے زمیں ماں تری یہ عمر تو آرام کی تھی,ajiib shakhs tha barish ka rang dekh ke bhi
رستہ بھی کٹھن دھوپ میں شدت بھی بہت تھی,khule dariche pe ik pul dan chhod gaya
سایے سے مگر اس کو محبت بھی بہت تھی,jo badalon se bhi mujh ko chhupae rakhta tha
خیمے نہ کویی میرے مسافر کے جلایے,badhi hai dhuup to be saeban chhod gaya
زخمی تھا بہت پاؤں مسافت بھی بہت تھی,nikal gaya kahin an dekhe paniyon ki taraf
سب دوست مرے منتظر پردۂ شب تھے,zamin ke naam khula badban chhod gaya
دن میں تو سفر کرنے میں دقت بھی بہت تھی,uqaab ko thi gharaz fakhta pakadne se
بارش کی دعاؤں میں نمی آنکھ کی مل جایے,jo gir gai to yunhi nim jan chhod gaya
جذبے کی کبھی اتنی رفاقت بھی بہت تھی,na jaane kaun sa aaseb dil men basta hai
کچھ تو ترے موسم ہی مجھے راس کم آیے,ki jo bhi thahra vo akhir makan chhod gaya
اور کچھ مری مٹی میں بغاوت بھی بہت تھی,aqab men gahra samundar hai samne jangal
پھولوں کا بکھرنا تو مقدر ہی تھا لیکن,kis intiha pe mira mehrban chhod gaya
کچھ اس میں ہواؤں کی سیاست بھی بہت تھی,tera ghar aur mera jangal bhigta hai saath saath
وہ بھی سر مقتل ہے کہ سچ جس کا تھا شاہد,aisi barsaten ki badal bhigta hai saath saath
اور واقف احوال عدالت بھی بہت تھی,bachpane ka saath hai phir ek se donon ke dukh
اس ترک رفاقت پہ پریشاں تو ہوں لیکن,raat ka aur mera anchal bhigta hai saath saath
اب تک کے ترے ساتھ پہ حیرت بھی بہت تھی,vo ajab duniya ki sab khanjar ba kaf phirte hain aur
خوش آیے تجھے شہر منافق کی امیری,kanch ke pyalon men sandal bhigta hai saath saath
ہم لوگوں کو سچ کہنے کی عادت بھی بہت تھی,barish e sang e malamat men bhi vo hamrah hai
شب وہی لیکن ستارہ اور ہے,main bhi bhigun khud bhi pagal bhigta hai saath saath
اب سفر کا استعارہ اور ہے,ladkiyon ke dukh ajab hote hain sukh us se ajiib
ایک مٹھی ریت میں کیسے رہے,hans rahi hain aur kajal bhigta hai saath saath
اس سمندر کا کنارہ اور ہے,barishen jaade ki aur tanha bahut mera kisan
موج کے مڑنے میں کتنی دیر ہے,jism aur iklauta kambal bhigta hai saath saath
ناؤ ڈالی اور دھارا اور ہے,teri khushbu ka pata karti hai
جنگ کا ہتھیار طے کچھ اور تھا,mujh pe ehsan hava karti hai
تیر سینے میں اتارا اور ہے,chuum kar phuul ko ahista se
متن میں تو جرم ثابت ہے مگر,moajaza bad e saba karti hai
حاشیہ سارے کا سارا اور ہے,khol kar band e qaba gul ke hava
ساتھ تو میرا زمیں دیتی مگر,aaj khushbu ko riha karti hai
آسماں کا ہی اشارہ اور ہے,abr baraste to inayat us ki
دھوپ میں دیوار ہی کام آیے گی,shakh to sirf dua karti hai
تیز بارش کا سہارا اور ہے,zindagi phir se faza men raushan
ہارنے میں اک انا کی بات تھی,mishal e barg e hina karti hai
جیت جانے میں خسارا اور ہے,ham ne dekhi hai vo ujli saaat
سکھ کے موسم انگلیوں پر گن لیے,raat jab sher kaha karti hai
فصل غم کا گوشوارہ اور ہے,shab ki tanhai men ab to akasr
دیر سے پلکیں نہیں جھپکیں مری,guftugu tujh se raha karti hai
پیش جاں اب کے نظارہ اور ہے,dil ko us raah pe chalna hi nahin
اور کچھ پل اس کا رستہ دیکھ لوں,jo mujhe tujh se juda karti hai
آسماں پر ایک تارہ اور ہے,zindagi meri thi lekin ab to
حد چراغوں کی یہاں سے ختم ہے,tere kahne men raha karti hai
آج سے رستہ ہمارا اور ہے,us ne dekha hi nahin varna ye aankh
شوق رقص سے جب تک انگلیاں نہیں کھلتیں,dil ka ahval kaha karti hai
پاؤں سے ہواؤں کے بیڑیاں نہیں کھلتیں,mushaf e dil pe ajab rangon men
پیڑ کو دعا دے کر کٹ گیی بہاروں سے,ek tasvir bana karti hai
پھول اتنے بڑھ آیے کھڑکیاں نہیں کھلتیں,be niyaz e kaf e dariya angusht
پھول بن کے سیروں میں اور کون شامل تھا,ret par naam likha karti hai
شوخی صبا سے تو بالیاں نہیں کھلتیں,dekh tu aan ke chehra mera
حسن کے سمجھنے کو عمر چاہیے جاناں,ik nazar bhi tiri kya karti hai
دو گھڑی کی چاہت میں لڑکیاں نہیں کھلتیں,zindagi bhar ki ye takhir apni
کویی موجۂ شیریں چوم کر جگایے گی,ranj milne ka siva karti hai
سورجوں کے نیزوں سے سیپیاں نہیں کھلتیں,shaam padte hi kisi shakhs ki yaad
ماں سے کیا کہیں گی دکھ ہجر کا کہ خود پر بھی,kucha e jan men sada karti hai
اتنی چھوٹی عمروں کی بچیاں نہیں کھلتیں,masala jab bhi charaghon ka utha
شاخ شاخ سرگرداں کس کی جستجو میں ہیں,faisla sirf hava karti hai
کون سے سفر میں ہیں تتلیاں نہیں کھلتیں,mujh se bhi us ka hai vaisa hi suluk
آدھی رات کی چپ میں کس کی چاپ ابھرتی ہے,haal jo tera ana karti hai
چھت پہ کون آتا ہے سیڑھیاں نہیں کھلتیں,dukh hua karta hai kuchh aur bayan
پانیوں کے چڑھنے تک حال کہہ سکیں اور پھر,baat kuchh aur hua karti hai
کیا قیامتیں گزریں بستیاں نہیں کھلتیں,tuuti hai meri niind magar tum ko is se kya
تراش کر مرے بازو اڑان چھوڑ گیا,bajte rahen havaon se dar tum ko is se kya
ہوا کے پاس برہنہ کمان چھوڑ گیا,tum mauj mauj misl e saba ghumte raho
رفاقتوں کا مری اس کو دھیان کتنا تھا,kat jaaen meri soch ke par tum ko is se kya
زمین لے لی مگر آسمان چھوڑ گیا,auron ka haath thamo unhen rasta dikhao
عجیب شخص تھا بارش کا رنگ دیکھ کے بھی,main bhuul jaun apna hi ghar tum ko is se kya
کھلے دریچے پہ اک پھول دان چھوڑ گیا,abr e gurez pa ko barasne se kya gharaz
جو بادلوں سے بھی مجھ کو چھپایے رکھتا تھا,siipi men ban na paae guhar tum ko is se kya
بڑھی ہے دھوپ تو بے سایبان چھوڑ گیا,le jaaen mujh ko mal e ghanimat ke saath adu
نکل گیا کہیں ان دیکھے پانیوں کی طرف,tum ne to daal di hai sipar tum ko is se kya
زمیں کے نام کھلا بادبان چھوڑ گیا,tum ne to thak ke dasht men kheme laga liye
عقاب کو تھی غرض فاختہ پکڑنے سے,tanha kate kisi ka safar tum ko is se kya
جو گر گیی تو یوں ہی نیم جان چھوڑ گیا,vaqt e rukhsat aa gaya dil phir bhi ghabraya nahin
نہ جانے کون سا آسیب دل میں بستا ہے,us ko ham kya khoenge jis ko kabhi paaya nahin
کہ جو بھی ٹھہرا وہ آخر مکان چھوڑ گیا,zindagi jitni bhi hai ab mustaqil sahra men hai
عقب میں گہرا سمندر ہے سامنے جنگل,aur is sahra men tera duur tak saaya nahin
کس انتہا پہ مرا مہربان چھوڑ گیا,meri qismat men faqat durd e tah e saghar hi hai
تیرا گھر اور میرا جنگل بھیگتا ہے ساتھ ساتھ,avval e shab jaam meri samt vo laaya nahin
ایسی برساتیں کہ بادل بھیگتا ہے ساتھ ساتھ,teri ankhon ka bhi kuchh halka gulabi rang tha
بچپنے کا ساتھ ہے پھر ایک سے دونوں کے دکھ,zehn ne mere bhi ab ke dil ko samjhaya nahin
رات کا اور میرا آنچل بھیگتا ہے ساتھ ساتھ,kaan bhi khali hain mere aur donon haath bhi
وہ عجب دنیا کہ سب خنجر بکف پھرتے ہیں اور,ab ke fasl e gul ne mujh ko phuul pahnaya nahin
کانچ کے پیالوں میں صندل بھیگتا ہے ساتھ ساتھ,vo ham nahin jinhen sahna ye jabr aa jaata
بارش سنگ ملامت میں بھی وہ ہم راہ ہے,tiri judai men kis tarah sabr aa jaata
میں بھی بھیگوں خود بھی پاگل بھیگتا ہے ساتھ ساتھ,fasilen tod na dete jo ab ke ahl e qafas
لڑکیوں کے دکھ عجب ہوتے ہیں سکھ اس سے عجیب,tu aur tarah ka elan e jabr aa jaata
ہنس رہی ہیں اور کاجل بھیگتا ہے ساتھ ساتھ,vo fasla tha dua aur mustajabi men
بارشیں جاڑے کی اور تنہا بہت میرا کسان,ki dhuup mangne jaate to abr aa jaata
جسم اور اکلوتا کمبل بھیگتا ہے ساتھ ساتھ,vo mujh ko chhod ke jis aadmi ke paas gaya
تیری خوشبو کا پتا کرتی ہے,barabari ka bhi hota to sabr aa jaata
مجھ پہ احسان ہوا کرتی ہے,vazir o shaah bhi khas khanon se nikal aate
چوم کر پھول کو آہستہ سے,agar guman men angar e qabr aa jaata
معجزہ باد صبا کرتی ہے,vo to khush bu hai havaon men bikhar jaega
کھول کر بند قبا گل کے ہوا,masala phuul ka hai phuul kidhar jaega
آج خوشبو کو رہا کرتی ہے,ham to samjhe the ki ik zakhm hai bhar jaega
ابر برستے تو عنایت اس کی,kya khabar thi ki rag e jan men utar jaega
شاخ تو صرف دعا کرتی ہے,vo havaon ki tarah khana ba jan phirta hai
زندگی پھر سے فضا میں روشن,ek jhonka hai jo aaega guzar jaega
مشعل برگ حنا کرتی ہے,vo jab aaega to phir us ki rifaqat ke liye
ہم نے دیکھی ہے وہ اجلی ساعت,mausam e gul mire angan men thahar jaega
رات جب شعر کہا کرتی ہے,akhirash vo bhi kahin ret pe baithi hogi
شب کی تنہایی میں اب تو اکثر,tera ye pyaar bhi dariya hai utar jaega
گفتگو تجھ سے رہا کرتی ہے,mujh ko tahzib ke barzakh ka banaya varis
دل کو اس راہ پہ چلنا ہی نہیں,jurm ye bhi mire ajdad ke sar jaega
جو مجھے تجھ سے جدا کرتی ہے,ab aaen ya na aaen idhar puchhte chalo
زندگی میری تھی لیکن اب تو,kya chahti hai un ki nazar puchhte chalo
تیرے کہنے میں رہا کرتی ہے,ham se agar hai tark e taalluq to kya hua
اس نے دیکھا ہی نہیں ورنہ یہ آنکھ,yaaro koi to un ki khabar puchhte chalo
دل کا احوال کہا کرتی ہے,jo khud ko kah rahe hain ki manzil shanas hain
مصحف دل پہ عجب رنگوں میں,un ko bhi kya khabar hai magar puchhte chalo
ایک تصویر بنا کرتی ہے,kis manzil e murad ki janib ravan hain ham
بے نیاز کف دریا انگشت,ai rah ravan e khak basar puchhte chalo
ریت پر نام لکھا کرتی ہے,ab koi gulshan na ujde ab vatan azad hai
دیکھ تو آن کے چہرہ میرا,ruuh ganga ki himala ka badan azad hai
اک نظر بھی تری کیا کرتی ہے,khetiyan sona ugaen vadiyan moti lutaen
زندگی بھر کی یہ تاخیر اپنی,aaj gautam ki zamin tulsi ka ban azad hai
رنج ملنے کا سوا کرتی ہے,mandiron men sankh baaje masjidon men ho azaan
شام پڑتے ہی کسی شخص کی یاد,shaikh ka dharm aur din e barhaman azad hai
کوچۂ جاں میں صدا کرتی ہے,luut kaisi bhi ho ab is desh men rahne na paae
مسیلہ جب بھی چراغوں کا اٹھا,aaj sab ke vaste dharti ka dhan azad hai
فیصلہ صرف ہوا کرتی ہے,ahl e dil aur bhi hain ahl e vafa aur bhi hain
مجھ سے بھی اس کا ہے ویسا ہی سلوک,ek ham hi nahin duniya se khafa aur bhi hain
حال جو تیرا انا کرتی ہے,ham pe hi khatm nahin maslak e shorida sari
دکھ ہوا کرتا ہے کچھ اور بیاں,chak e dil aur bhi hain chak e qaba aur bhi hain
بات کچھ اور ہوا کرتی ہے,kya hua gar mire yaron ki zabanen chup hain
ٹوٹی ہے میری نیند مگر تم کو اس سے کیا,mere shahid mire yaron ke siva aur bhi hain
بجتے رہیں ہواؤں سے در تم کو اس سے کیا,sar salamat hai to kya sang e malamat ki kami
تم موج موج مثل صبا گھومتے رہو,jaan baaqi hai to paikan e qaza aur bhi hain
کٹ جاییں میری سوچ کے پر تم کو اس سے کیا,munsif e shahr ki vahdat pe na harf aa jaae
اوروں کا ہاتھ تھامو انہیں راستہ دکھاؤ,log kahte hain ki arbab e jafa aur bhi hain
میں بھول جاؤں اپنا ہی گھر تم کو اس سے کیا,apna dil pesh karun apni vafa pesh karun
ابر گریز پا کو برسنے سے کیا غرض,kuchh samajh men nahin aata tujhe kya pesh karun
سیپی میں بن نہ پایے گہر تم کو اس سے کیا,tere milne ki khushi men koi naghma chhedun
لے جاییں مجھ کو مال غنیمت کے ساتھ عدو,ya tire dard e judai ka gila pesh karun
تم نے تو ڈال دی ہے سپر تم کو اس سے کیا,mere khvabon men bhi tu mere khayalon men bhi tu
تم نے تو تھک کے دشت میں خیمے لگا لیے,kaun si chiiz tujhe tujh se juda pesh karun
تنہا کٹے کسی کا سفر تم کو اس سے کیا,jo tire dil ko lubhae vo ada mujh men nahin
وقت رخصت آ گیا دل پھر بھی گھبرایا نہیں,kyuun na tujh ko koi teri hi ada pesh karun
اس کو ہم کیا کھوییں گے جس کو کبھی پایا نہیں,aqaed vahm hain mazhab khayal e kham hai saaqi
زندگی جتنی بھی ہے اب مستقل صحرا میں ہے,azal se zehn e insan basta e auham hai saaqi
اور اس صحرا میں تیرا دور تک سایا نہیں,haqiqat ashnai asl men gum karda raahi hai
میری قسمت میں فقط درد تہہ ساغر ہی ہے,urus e agahi parvurda e ibham hai saaqi
اول شب جام میری سمت وہ لایا نہیں,mubarak ho zaifi ko khirad ki falsafa rani
تیری آنکھوں کا بھی کچھ ہلکا گلابی رنگ تھا,javani be niyaz e ibrat e anjam hai saaqi
ذہن نے میرے بھی اب کے دل کو سمجھایا نہیں,havas hogi asir e halqa e nek o bad e alam
کان بھی خالی ہیں میرے اور دونوں ہاتھ بھی,mohabbat mavara e fikr e nang o nam hai saaqi
اب کے فصل گل نے مجھ کو پھول پہنایا نہیں,abhi tak raste ke pech o kham se dil dhadakta hai
وہ ہم نہیں جنہیں سہنا یہ جبر آ جاتا,mira zauq e talab shayad abhi tak khaam hai saaqi
تری جدایی میں کس طرح صبر آ جاتا,vahan bheja gaya huun chaak karne parda e shab ko
فصیلیں توڑ نہ دیتے جو اب کے اہل قفس,jahan har subh ke daman pe aks e sham hai saaqi
تو اور طرح کا اعلان جبر آ جاتا,mire saghar men mai hai aur tire hathon men barbat hai
وہ فاصلہ تھا دعا اور مستجابی میں,vatan ki sar zamin men bhuuk se kohram hai saaqi
کہ دھوپ مانگنے جاتے تو ابر آ جاتا,zamana barsar e paikar hai pur haul shoalon se
وہ مجھ کو چھوڑ کے جس آدمی کے پاس گیا,tire lab par abhi tak naghma e khayyam hai saaqi
برابری کا بھی ہوتا تو صبر آ جاتا,bahut ghutan hai koi surat e bayan nikle
وزیر و شاہ بھی خس خانوں سے نکل آتے,agar sada na uthe kam se kam fughan nikle
اگر گمان میں انگار قبر آ جاتا,faqir e shahr ke tan par libas baaqi hai
وہ تو خوش بو ہے ہواؤں میں بکھر جایے گا,amir e shahr ke arman abhi kahan nikle
مسیلہ پھول کا ہے پھول کدھر جایے گا,haqiqaten hain salamat to khvab bahutere
ہم تو سمجھے تھے کہ اک زخم ہے بھر جایے گا,malal kyuun ho ki kuchh khvab raegan nikle
کیا خبر تھی کہ رگ جاں میں اتر جایے گا,udhar bhi khaak udi hai idhar bhi khaak udi
وہ ہواؤں کی طرح خانہ بجاں پھرتا ہے,jahan jahan se baharon ke karvan nikle
ایک جھونکا ہے جو آیے گا گزر جایے گا,sitam ke daur men ham ahl e dil hi kaam aae
وہ جب آیے گا تو پھر اس کی رفاقت کے لیے,zaban pe naaz tha jin ko vo be zaban nikle
موسم گل مرے آنگن میں ٹھہر جایے گا,barbad e mohabbat ki dua saath liye ja
آخرش وہ بھی کہیں ریت پہ بیٹھی ہوگی,tuuta hua iqrar e vafa saath liye ja
تیرا یہ پیار بھی دریا ہے اتر جایے گا,ik dil tha jo pahle hi tujhe saunp diya tha
مجھ کو تہذیب کے برزخ کا بنایا وارث,ye jaan bhi ai jan e ada saath liye ja
جرم یہ بھی مرے اجداد کے سر جایے گا,tapti hui rahon se tujhe aanch na pahunche
اب آییں یا نہ آییں ادھر پوچھتے چلو,divanon ke ashkon ki ghata saath liye ja
کیا چاہتی ہے ان کی نظر پوچھتے چلو,shamil hai mira khun e jigar teri hina men
ہم سے اگر ہے ترک تعلق تو کیا ہوا,ye kam ho to ab khun e vafa saath liye ja
یارو کویی تو ان کی خبر پوچھتے چلو,ham jurm e mohabbat ki saza paenge tanha
جو خود کو کہہ رہے ہیں کہ منزل شناس ہیں,jo tujh se hui ho vo khata saath liye ja
ان کو بھی کیا خبر ہے مگر پوچھتے چلو,bhadka rahe hain aag lab e naghmagar se ham
کس منزل مراد کی جانب رواں ہیں ہم,khamosh kya rahenge zamane ke dar se ham
اے رہروان خاک بسر پوچھتے چلو,kuchh aur badh gae jo andhere to kya hua
اب کویی گلشن نہ اجڑے اب وطن آزاد ہے,mayus to nahin hain tulu e sahar se ham
روح گنگا کی ہمالہ کا بدن آزاد ہے,le de ke apne paas faqat ik nazar to hai
کھیتیاں سونا اگاییں وادیاں موتی لٹاییں,kyuun dekhen zindagi ko kisi ki nazar se ham
آج گوتم کی زمیں تلسی کا بن آزاد ہے,maana ki is zamin ko na gulzar kar sake
مندروں میں سنکھ باجے مسجدوں میں ہو اذاں,kuchh khaar kam to kar gae guzre jidhar se ham
شیخ کا دھرم اور دین برہمن آزاد ہے,"bhule se mohabbat kar baitha, nadan tha bechara, dil hi to hai"
لوٹ کیسی بھی ہو اب اس دیش میں رہنے نہ پایے,"har dil se khata ho jaati hai, bigdo na khudara, dil hi to hai"
آج سب کے واسطے دھرتی کا دھن آزاد ہے,"is tarah nigahen mat phero, aisa na ho dhadkan ruk jaae"
اہل دل اور بھی ہیں اہل وفا اور بھی ہیں,"siine men koi patthar to nahin ehsas ka mara, dil hi to hai"
ایک ہم ہی نہیں دنیا سے خفا اور بھی ہیں,jazbat bhi hindu hote hain chahat bhi musalman hoti hai
ہم پہ ہی ختم نہیں مسلک شوریدہ سری,"duniya ka ishara tha lekin samjha na ishara, dil hi to hai"
چاک دل اور بھی ہیں چاک قبا اور بھی ہیں,bedad garon ki thokar se sab khvab suhane chuur hue
کیا ہوا گر مرے یاروں کی زبانیں چپ ہیں,ab dil ka sahara gham hi to hai ab gham ka sahara dil hi to hai
میرے شاہد مرے یاروں کے سوا اور بھی ہیں,bujha diye hain khud apne hathon mohabbaton ke diye jala ke
سر سلامت ہے تو کیا سنگ ملامت کی کمی,miri vafa ne ujaad di hain umiid ki bastiyan basa ke
جان باقی ہے تو پیکان قضا اور بھی ہیں,tujhe bhula denge apne dil se ye faisla to kiya hai lekin
منصف شہر کی وحدت پہ نہ حرف آ جایے,na dil ko malum hai na ham ko jiyenge kaise tujhe bhula ke
لوگ کہتے ہیں کہ ارباب جفا اور بھی ہیں,kabhi milenge jo raste men to munh phira kar palat padenge
اپنا دل پیش کروں اپنی وفا پیش کروں,kahin sunenge jo naam tera to chup rahenge nazar jhuka ke
کچھ سمجھ میں نہیں آتا تجھے کیا پیش کروں,na sochne par bhi sochti huun ki zindagani men kya rahega
تیرے ملنے کی خوشی میں کویی نغمہ چھیڑوں,tiri tamanna ko dafn kar ke tire khayalon se duur ja ke
یا ترے درد جدایی کا گلا پیش کروں,chehre pe khushi chha jaati hai ankhon men surur aa jaata hai
میرے خوابوں میں بھی تو میرے خیالوں میں بھی تو,jab tum mujhe apna kahte ho apne pe ghurur aa jaata hai
کون سی چیز تجھے تجھ سے جدا پیش کروں,tum husn ki khud ik duniya ho shayad ye tumhen malum nahin
جو ترے دل کو لبھایے وہ ادا مجھ میں نہیں,mahfil men tumhare aane se har chiiz pe nuur aa jaata hai
کیوں نہ تجھ کو کویی تیری ہی ادا پیش کروں,ham paas se tum ko kya dekhen tum jab bhi muqabil hote ho
عقاید وہم ہیں مذہب خیال خام ہے ساقی,betab nigahon ke aage parda sa zarur aa jaata hai
ازل سے ذہن انساں بستۂ اوہام ہے ساقی,jab tum se mohabbat ki ham ne tab ja ke kahin ye raaz khula
حقیقت آشنایی اصل میں گم کردہ راہی ہے,marne ka saliqa aate hi jiine ka shuur aa jaata hai
عروس آگہی پروردۂ ابہام ہے ساقی,dekha hai zindagi ko kuchh itna qarib se
مبارک ہو ضعیفی کو خرد کی فلسفہ رانی,chehre tamam lagne lage hain ajiib se
جوانی بے نیاز عبرت انجام ہے ساقی,kahne ko dil ki baat jinhen dhundte the ham
ہوس ہوگی اسیر حلقۂ نیک و بد عالم,mahfil men aa gae hain vo apne nasib se
محبت ماورایے فکر ننگ و نام ہے ساقی,nilam ho raha tha kisi naznin ka pyaar
ابھی تک راستے کے پیچ و خم سے دل دھڑکتا ہے,qimat nahin chukai gai ik gharib se
مرا ذوق طلب شاید ابھی تک خام ہے ساقی,teri vafa ki laash pe la main hi daal duun
وہاں بھیجا گیا ہوں چاک کرنے پردۂ شب کو,resham ka ye kafan jo mila hai raqib se
جہاں ہر صبح کے دامن پہ عکس شام ہے ساقی,dekha hai zindagi ko kuchh itne qarib se
مرے ساغر میں مے ہے اور ترے ہاتھوں میں بربط ہے,chehre tamam lagne lage hain ajiib se
وطن کی سر زمیں میں بھوک سے کہرام ہے ساقی,ai ruh e asr jaag kahan so rahi hai tu
زمانہ برسر پیکار ہے پر ہول شعلوں سے,avaz de rahe hain payambar salib se
ترے لب پر ابھی تک نغمہ خیام ہے ساقی,is rengti hayat ka kab tak uthaen baar
بہت گھٹن ہے کویی صورت بیاں نکلے,bimar ab ulajhne lage hain tabib se
اگر صدا نہ اٹھے کم سے کم فغاں نکلے,har gaam par hai majma e ushshaq muntazir
فقیر شہر کے تن پر لباس باقی ہے,maqtal ki raah milti hai ku e habib se
امیر شہر کے ارماں ابھی کہاں نکلے,is tarah zindagi ne diya hai hamara saath
حقیقتیں ہیں سلامت تو خواب بہتیرے,jaise koi nibah raha ho raqib se
ملال کیوں ہو کہ کچھ خواب راییگاں نکلے,dekha to tha yunhi kisi ghaflat shiar ne
ادھر بھی خاک اڑی ہے ادھر بھی خاک اڑی,divana kar diya dil e be ikhtiyar ne
جہاں جہاں سے بہاروں کے کارواں نکلے,ai aarzu ke dhundle kharabo javab do
ستم کے دور میں ہم اہل دل ہی کام آیے,phir kis ki yaad aai thi mujh ko pukarne
زباں پہ ناز تھا جن کو وہ بے زباں نکلے,tujh ko khabar nahin magar ik sada lauh ko
برباد محبت کی دعا ساتھ لیے جا,barbad kar diya tire do din ke pyaar ne
ٹوٹا ہوا اقرار وفا ساتھ لیے جا,main aur tum se tark e mohabbat ki aarzu
اک دل تھا جو پہلے ہی تجھے سونپ دیا تھا,divana kar diya hai gham e rozgar ne
یہ جان بھی اے جان ادا ساتھ لیے جا,ab ai dil e tabah tira kya khayal hai
تپتی ہویی راہوں سے تجھے آنچ نہ پہنچے,ham to chale the kakul e giti sanvarne
دیوانوں کے اشکوں کی گھٹا ساتھ لیے جا,duur rah kar na karo baat qarib aa jaao
شامل ہے مرا خون جگر تیری حنا میں,yaad rah jaegi ye raat qarib aa jaao
یہ کم ہو تو اب خون وفا ساتھ لیے جا,ek muddat se tamanna thi tumhen chhune ki
ہم جرم محبت کی سزا پاییں گے تنہا,aaj bas men nahin jazbat qarib aa jaao
